glottocode	genus	confidence
yuca1253		
laca1243	Mayan	initial
yuca1254	Mayan	initial
huas1241		
chic1271	Mayan	initial
huas1242	Mayan	initial
mero1237	isolate	
mimi1240	isolate	
mink1237	isolate	
mirn1241	isolate	
djam1254		
djam1255	Jaminjungan	initial
nung1291		
djin1251	Djingili	initial
guda1245		
ngar1283		
wamb1258	Wambayan	initial
misu1242	isolate	
misk1235	Misumalpan	initial
suma1272		
mata1287		
caca1247		
mata1288		
sumu1234		
maya1285	Misumalpan	initial
ulwa1239		
miwo1274	isolate	
cost1250		
kark1259		
nort2969		
sant1428		
sout2986	Costanoan	initial
chal1270		
muts1243		
rums1243		
miwo1275		
east2546		
baym1241		
plai1259	Miwok	initial
sier1249		
cent2140	Miwok	initial
nort2968	Miwok	initial
sout2985	Miwok	initial
west2633		
coas1301	Miwok	initial
lake1258	Miwok	initial
mixe1284	isolate	
mixe1286		
oaxa1241		
lowl1268		
lowl1269		
lowl1263		
coat1238	Mixe-Zoque	initial
isth1238		
maza1292		
midl1241		
juqu1238		
nort2939		
tlah1239	Mixe-Zoque	initial
toto1305	Mixe-Zoque	initial
ulte1235		
olut1240	Mixe-Zoque	initial
sayu1241	Mixe-Zoque	initial
tapa1260		
zoqu1261		
chia1261		
copa1236	Mixe-Zoque	initial
fran1266	Mixe-Zoque	initial
jito1235		
rayo1235	Mixe-Zoque	initial
chim1300	Mixe-Zoque	initial
gulf1238		
high1276	Mixe-Zoque	initial
taba1264		
texi1237		
mixe1287	isolate	
germ1288		
yeni1236		
guri1251		
guri1249		
miao1234		
sanq1234		
pers1247		
afgh1240		
casp1241		
cent2304		
maga1271		
span1267		
medi1245		
warl1257		
ligh1234		
moch1259	isolate	initial
mola1238	isolate	initial
molo1262	isolate	
momb1255	isolate	
kone1241		
nucl1452	Mombum	initial
mong1349	isolate	
kita1247		
mong1329		
daur1238	Mongolic	initial
midd1351		
mogh1245	Mongolic	initial
oira1260		
khal1273		
buri1258		
chin1476		
mong1330	Mongolic	initial
russ1264		
mong1331		
halh1238	Mongolic	initial
kalm1243	Mongolic	initial
peri1253	Mongolic	initial
kham1281	Mongolic	initial
sout2705		
east2337	Mongolic	initial
shir1260		
baoa1237		
bona1250	Mongolic	initial
dong1285	Mongolic	initial
kang1281		
tuuu1240	Mongolic	initial
huzh1238		
minh1238		
monu1249	isolate	
lila1246		
nucl1458	Bogia	initial
morb1239	isolate	
more1255	isolate	
kanu1280		
ngkr1234		
ngka1236		
badi1247	Kanum	initial
ngka1235	Kanum	initial
sota1242		
smar1235		
more1256		
namb1292		
nama1267		
nama1270		
dree1234		
nama1266		
namb1293		
namo1249		
lenn1234		
namo1246		
neme1244		
nenn1238		
tond1250		
aram1253		
blaf1238		
gunt1241		
rema1238		
wara1293		
kunj1246		
wara1294		
yeii1239	Yei	initial
moro1289	isolate	initial
mose1249	isolate	initial
movi1243	isolate	initial
mpur1239	isolate	initial
muni1258	isolate	
mure1235	isolate	
musk1252	isolate	
alab1247		
alab1237	Muskogean	initial
apal1237		
koas1236	Muskogean	initial
cree1270	Muskogean	initial
mika1239	Muskogean	initial
west2614		
chic1270	Muskogean	initial
choc1276	Muskogean	initial
nada1235	isolate	
east2549		
daww1239	Nadahup	initial
hupy1235		
hupd1244	Nadahup	initial
yuhu1238		
nade1244	Nadahup	initial
nakh1245	isolate	
dagh1238		
avar1255		
andi1254		
akhv1240		
akhv1239	Avar-Andic-Tsezic	initial
sout3319		
andi1255	Avar-Andic-Tsezic	initial
bagv1240		
bagv1239	Avar-Andic-Tsezic	initial
tind1238	Avar-Andic-Tsezic	initial
botl1243		
botl1242		
ghod1238	Avar-Andic-Tsezic	initial
cham1309	Avar-Andic-Tsezic	initial
kara1474	Avar-Andic-Tsezic	initial
avar1256	Avar-Andic-Tsezic	initial
tsez1239		
east2368		
bezh1248	Avar-Andic-Tsezic	initial
hunz1247	Avar-Andic-Tsezic	initial
west2429		
dido1241	Avar-Andic-Tsezic	initial
hinu1240	Avar-Andic-Tsezic	initial
khva1239	Avar-Andic-Tsezic	initial
darg1242		
chir1284		
darg1241	Dargwic	initial
kuba1248		
sout3260		
kajt1238		
sout3261		
khin1240	Khinalug	initial
lakk1252	Lak	initial
lezg1248		
arch1244	Lezgic	initial
nucl1321		
east2790		
east2367		
aghu1259		
aghu1260		
aghu1253	Lezgic	initial
kosh1245		
lezg1247	Lezgic	initial
taba1259	Lezgic	initial
udia1235		
aghw1237		
udii1243	Lezgic	initial
sout2753		
budu1248	Lezgic	initial
kryt1240	Lezgic	initial
west2428		
rutu1240	Lezgic	initial
tsak1249	Lezgic	initial
nakh1246		
bats1242	Nakh	initial
chec1244		
chec1245	Nakh	initial
ingu1240	Nakh	initial
namb1299	isolate	
namb1300		
nort3153		
mama1278		
roos1235		
lako1248		
latu1238		
tawa1278		
sout2994	Nambikuaran	initial
saba1268		
naml1239	isolate	
naml1240		
tofa1246		
nara1262	isolate	initial
narr1279	isolate	
bura1298		
ache1247		
ache1245		
toch1257		
ndin1246		
ndin1245		
talo1250	Talodi	initial
ngil1241		
dagi1241		
ngil1242	Talodi	initial
lumu1240		
lumu1239		
toro1251		
natc1249	isolate	initial
nduu1242	isolate	
boik1241	Ndu	initial
ngal1300		
nucl1642		
ambu1246		
ambu1247	Ndu	initial
hang1263	Ndu	initial
mana1303		
mana1298	Ndu	initial
yelo1243		
sawo1235		
bund1258		
buru1309		
gaik1242		
koiw1243		
sawo1234		
iatm1242	Ndu	initial
keak1239		
sosk1235		
seng1284		
niha1238	isolate	initial
nilo1247	isolate	
east2418		
bari1283		
kakw1240		
mand1425		
nucl1796		
bari1284	Western Nilotic	initial
kuku1285		
teso1247		
lotu1248		
lotu1249		
lang1322		
lopi1244		
dong1301		
dong1294		
okol1243		
lopi1242		
lotu1251		
loko1254		
otuh1238		
onga1238		
ngas1238		
nucl1431		
masa1300	Eastern Nilotic	initial
samb1315		
teso1248		
teso1249	Eastern Nilotic	initial
turk1307		
kara1483	Eastern Nilotic	initial
nyan1315		
topo1242		
turk1308	Eastern Nilotic	initial
sout2830		
kale1246		
cent2293		
kips1239		
plat1260		
tuge1241		
west3004		
keiy1238		
nand1266	Eastern Nilotic	initial
teri1244		
elgo1240		
kups1238	Southern Nilotic	initial
saba1262		
nort3239		
mark1255		
poko1263	Southern Nilotic	initial
okie1247		
mosi1247		
okie1245		
tato1241		
geme1247		
bian1249		
nort3277		
bura1273		
dato1239	Southern Nilotic	initial
isim1234		
omot1239		
west2493		
buru1328		
buru1301		
maba1272		
jumj1238		
maba1273		
dink1261		
dink1262	Western Nilotic	initial
nort2815		
nort2816		
sout2832		
sout2833		
sout2834		
nuer1245		
nuer1246	Western Nilotic	initial
reel1238		
lwoo1234		
nort2814		
anua1242	Western Nilotic	initial
bela1256		
luwo1240		
luwo1239	Western Nilotic	initial
thur1255		
pari1256	Western Nilotic	initial
shil1265	Western Nilotic	initial
sout2831		
acol1236	Western Nilotic	initial
adho1241		
adho1242		
adho1243		
luok1236	Western Nilotic	initial
alur1250		
lang1323		
kuma1275		
lang1324	Western Nilotic	initial
nimb1257	isolate	
nucl1633	Nimboran	initial
oute1261		
mekw1241		
mlap1239		
gres1241		
gres1240		
kemt1242	Nimboran	initial
mlap1238		
nivk1234	isolate	
gily1242	Nivkh	initial
sakh1247		
nort1442	isolate	
benl1235		
neta1235		
nort1547	isolate	
mull1237	Northern Daly	initial
tyar1236	Northern Daly	initial
nort2923	isolate	
nort2924		
main1282		
gale1261		
gale1259	North Halmaheran	initial
lolo1264		
kaor1242		
modo1249		
pagu1251		
kaoo1238		
pagu1249	North Halmaheran	initial
taba1263	North Halmaheran	initial
tobe1251		
tobe1252	North Halmaheran	initial
tugu1246		
sahu1244		
ibuu1240		
nucl1759		
gamk1238		
sahu1246		
sahu1245	North Halmaheran	initial
waio1238		
tern1246		
tern1247	North Halmaheran	initial
tido1248	North Halmaheran	initial
west2600	North Halmaheran	initial
nort2933	isolate	
ramo1245		
rapo1238	North Bougainville	initial
roto1248		
asko1238		
roto1249	North Bougainville	initial
nubi1251	isolate	
cent2232		
birk1242		
kord1246		
east2715		
dair1239		
ghul1238	Nubian	initial
kada1282		
west2807		
dill1242		
elhu1238		
kark1256		
wali1262		
unun9942		
hara1258		
mido1240	Nubian	initial
nile1239		
kenu1236		
nobi1239		
nobi1240	Nubian	initial
oldn1245		
nucl1580	isolate	
east2494		
tair1256		
toar1246	Eleman	initial
west2573		
keor1235		
opao1240		
orok1267	Eleman	initial
nucl1708	isolate	
beli1258		
komb1276		
arap1279		
bumb1241		
mufi1239		
buki1250		
abua1245	Kombio-Arapesh	initial
buki1249	Kombio-Arapesh	initial
mufi1238	Kombio-Arapesh	initial
komb1271		
komb1275		
eiti1240		
komb1272	Kombio-Arapesh	initial
torr1259		
unun9968		
arue1240		
yamb1254		
urat1244	Urat	initial
laek1243		
mari1433		
buna1277		
bung1270		
elep1241		
elep1240		
kama1367	Marienberg	initial
urim1251		
mand1470		
juwa1238		
wiar1238		
nucl1590		
heyo1241		
heyo1240		
yaha1247		
sili1247		
unun9969		
gnau1240		
urim1252	Urim	initial
wape1249		
cent2407		
nucl1722		
brag1241		
amol1235		
aruo1240		
brag1240		
yang1294		
ambr1239		
yang1303		
yang1295		
yang1296		
yang1297		
wape1250		
auol1234		
auuu1241	Central Wapei	initial
oloe1234		
elke1240		
oloo1241	Central Wapei	initial
galu1240		
diaa1238		
sina1269		
mini1253		
nabi1239		
ning1276		
ning1273	East Wapei	initial
yill1241	East Wapei	initial
yauy1236		
yaus1235		
yiss1240		
wana1268		
west2788		
agiy1234		
agii1245		
yapu1240		
valm1241	West Palei	initial
west2580		
onee1245		
cent2238		
ineb1235		
kabo1248		
molm1235	West Wapei	initial
nort2907		
kwam1254		
sout2932		
seta1245		
seti1248		
womp1235		
nucl1709	isolate	
bina1276		
bina1279		
nort2909		
suen1241	Binanderean	initial
ziaa1250		
nucl1603		
bina1277	Binanderean	initial
sout2934		
coas1297		
baru1268		
baru1269		
dogh1241		
ewag1241		
gaen1235		
gain1243		
kora1294	Binanderean	initial
orok1268		
aeka1244		
hunj1241		
orok1269	Binanderean	initial
yeko1240		
guhu1244	Guhu-Samane	initial
cent2116		
asma1256		
asma1257		
casu1237		
cent2247		
cent2117	Asmat-Kamrau Bay	initial
yaos1235		
cita1246		
cita1245		
diuw1238		
tamn1235		
nort2917		
kamo1255	Asmat-Kamrau Bay	initial
saba1280		
buru1308		
kamb1302		
semp1241		
awyu1265		
grea1275		
awyu1263		
awyu1264		
asue1235	Awju	initial
eder1237		
jair1235		
mapp1234		
aghu1255	Awju	initial
cent2118		
nort2918		
sout2941		
dumu1247		
ketu1239		
ketu1238		
wamb1259	Dumut	initial
mand1473		
koke1241		
mand1444		
mand1445		
ndei1235	Ndeiram	initial
komb1274		
wang1299		
unun9981		
sawi1257		
beck1235		
koro1312	Becking-Dawi	initial
tsak1251		
komy1238		
tsak1250		
okok1235		
okkk1242		
iwur1240		
kwer1266		
kopk1238		
kwer1267		
buru1307		
kwer1265		
lowl1259		
divi1234		
nort2916		
sout2940	Ok	initial
yong1280		
ning1274		
moun1253		
divi1235		
bimi1240		
tifa1246		
tele1256	Ok	initial
tifa1247		
faiw1245		
faiw1243		
seta1246		
tifa1245	Ok	initial
urap1239		
mian1255		
mian1256	Ok	initial
suga1249		
ngal1298		
tang1376		
naka1265		
tang1353		
oksa1245	Oksapmin	initial
cent2120		
hage1248		
auag1234		
imbo1238		
umbu1258	Chimbu-Wahgi	initial
melp1239		
boun1245		
melp1238		
jimi1245		
kand1306		
kand1303		
nara1264		
mari1435	Chimbu-Wahgi	initial
simb1258		
chua1249		
chua1250	Chimbu-Wahgi	initial
noma1262		
nucl1617		
goli1246		
goli1247	Chimbu-Wahgi	initial
salt1242	Chimbu-Wahgi	initial
sina1271	Chimbu-Wahgi	initial
kuma1279		
domm1246		
kuma1280	Chimbu-Wahgi	initial
wahg1249	Chimbu-Wahgi	initial
niii1240		
nort2921		
nucl1620		
dani1287		
cent2233		
gran1246		
midg1235		
sout3374		
hupl1238		
lowe1415	Dani	initial
wala1275		
uppe1430		
wala1269		
west2594		
ngal1299		
ndug1245		
sili1249		
yali1257		
angg1239	Dani	initial
nini1235		
pass1247		
ngge1241		
wano1243		
enga1254		
enga1251		
enga1252	Enga_Kewa-Huli	initial
ipil1240		
kyak1244	Enga_Kewa-Huli	initial
lemb1266		
oute1259		
biso1243		
nete1240		
kewa1249		
anga1291		
anga1313		
anga1314		
anga1292		
anga1293		
anga1294		
kewa1250	Enga_Kewa-Huli	initial
sout3252		
east2516		
erav1244		
west2599		
samb1321		
huli1244		
fini1244		
fini1245		
erap1240		
boan1245		
mung1272		
naka1264		
nekn1234		
nekk1240		
nukk1240		
numa1254		
finu1234		
fino1238		
gusa1246		
mama1277		
sauk1253		
nimi1240		
sauk1252		
urii1240		
gusa1245		
gira1248		
madi1261		
nekg1240		
neko1240		
ufim1241		
iyoo1238		
rawa1267	Finisterre	initial
ufim1240		
unun9980		
ngai1241		
uruw1240		
nukn1238		
saka1297		
saka1292		
somm1240		
unun9979		
weli1239		
yaum1237		
want1251		
tuma1250		
want1253		
awar1248		
want1252	Finisterre	initial
waru1269		
gwah1244		
nucl1777		
dege1250		
dege1247		
yago1240		
fora1245		
mole1240		
asar1240		
mole1239		
mura1271		
uncl1512		
bulg1265		
guya1251		
yupn1242		
bwan1242		
domu1246		
mapa1244		
kewi1241		
bonk1244		
yopn1238		
nank1250	Finisterre	initial
unun9978		
yout1234		
huon1246		
east2705		
kala1410		
onoo1246	Huon	initial
sial1240		
tran1296		
huon1247		
kate1254		
kate1253	Huon	initial
mape1249		
moma1244		
miga1241		
moma1243		
sene1263		
kova1243		
west2795		
crom1234		
dall1240		
kina1253		
kina1251		
kumu1247		
nomu1240		
timb1264		
sele1251		
komb1273		
sele1250	Huon	initial
timb1251		
rawl1234		
naba1257		
mese1244		
naba1256	Huon	initial
pind1245		
dedu1240		
koso1246		
boro1279		
buru1306	Huon	initial
kube1244		
kain1273		
goro1272		
gend1249		
nucl1760		
fore1273		
fore1270	Fore-Gimi	initial
gimi1243		
gahu1246		
alek1238	Gahuku	initial
dano1240		
toka1244		
nucl1756		
bena1264	Siane-Yagaria	initial
kama1374		
inok1238		
kama1370	Siane-Yagaria	initial
kani1286		
keya1238		
unun9976		
abag1245		
yaga1260	Siane-Yagaria	initial
sian1257	Siane-Yagaria	initial
yawe1241		
unun9977		
isab1240		
kain1274		
gauw1235		
auya1234		
awiy1238	Gauwa	initial
usar1243	Gauwa	initial
awao1234		
awap1236	Gauwa	initial
owen1244		
gads1260		
agar1252	Gauwa	initial
gads1258	Gauwa	initial
tair1260		
binu1245	Tairora	initial
nort2920	Tairora	initial
sout2943		
waff1241		
unun9975		
kamb1303		
unun9974		
kena1250		
mada1298		
croi1234		
amai1246		
barg1252	Bargam	initial
grea1298		
kowa1247		
kora1296		
wask1241	Kowan	initial
nort3379		
dimi1244		
kauk1240		
maia1253		
maia1254		
mala1494		
mian1254		
kumi1250		
kumi1249		
bepo1240		
mauw1238		
moer1240		
tibo1244		
tibo1243		
kowa1245		
mawa1266		
musa1265		
pamo1253		
wana1269		
mane1269		
brem1238		
mala1495		
numu1240		
kari1319		
bila1257		
usan1239	North Adelbert	initial
yabe1255		
yara1256		
para1307		
ukur1240		
yara1250		
mabu1247		
gumm1240		
amel1241	Mabuso	initial
guma1255		
pani1263		
bauu1244	Mabuso	initial
iseb1246		
pani1258		
siha1245		
hans1243		
garu1247		
baim1245		
gall1278		
nobo1238		
wagi1249		
remp1242		
garu1246	Mabuso	initial
remp1241		
yoid1240		
silo1242		
bagu1252		
mawa1267		
saru1243		
silo1241		
silo1240		
utuu1240		
uncl1506		
mate1260		
nake1240		
rapt1240		
wama1249		
mosi1248		
muru1273		
samo1306		
wama1247		
kare1341		
koko1271		
gira1247		
kein1239		
muni1257		
omos1240		
kobo1248		
pall1244		
yamb1257		
kala1403		
kala1404		
etpt1234		
kala1397	Kalam-Kobon	initial
taii1241		
kobo1249	Kalam-Kobon	initial
sout3148		
osum1243		
pomo1272		
anam1247		
anam1250		
anam1248	Josephstaal	initial
more1258		
utar1238		
wada1263		
soge1235		
apal1258		
apal1256		
grea1297		
atan1241		
atem1241		
nend1239	Sogeram	initial
payn1244		
east2767		
aisi1234		
magi1243		
musa1266		
fait1240		
gant1244		
sika1264		
mumm1238		
sile1255		
uncl1525		
magi1244		
raic1241		
evap1240		
dump1243		
kesa1245		
kesa1244		
saus1246		
sins1241		
kabe1245		
araw1272		
kolo1267		
lemi1243		
pula1267		
siro1249	Rai Coast	initial
mind1258		
lowe1462		
coas1332		
anja1238		
bong1291	Rai Coast	initial
inla1274		
male1291		
samm1244		
uppe1484		
jili1241		
rera1240		
nuru1240		
dudu1240		
kwat1244		
ogea1238		
uyaa1238		
yang1298		
peka1243		
sopp1247		
suma1270		
urig1241		
dana1254		
urig1240		
unun9972		
biyo1244		
tauy1241	Rai Coast	initial
wase1252		
yaga1258		
baim1246		
dumu1246		
gang1270		
saep1240		
yabo1240		
mekk1240		
east2504		
eipo1242	Mek	initial
kete1254	Mek	initial
unaa1239	Mek	initial
west2585		
kora1298		
koru1245		
kosa1249	Mek	initial
nalc1240		
nips1240		
pani1259		
auye1239		
auye1238		
daoo1238		
meew1234		
ekar1243	Paniai Lakes	initial
wola1243		
moni1261	Paniai Lakes	initial
nucl1710	isolate	
jabu1249		
arik1265		
djeo1235	Jabutí	initial
jeee1236		
geic1236		
jece1235		
acro1239		
xakr1238		
xava1240	Je Central	initial
xere1240	Je Central	initial
jeme1246		
inga1253		
inga1254		
kimd1235		
kain1270		
kain1271		
kain1272	Je Meridional	initial
saop1235		
xokl1240	Je Meridional	initial
jese1235		
core1264		
apin1244	Je Setentrional	initial
kaya1330	Je Setentrional	initial
suya1243		
timb1253		
krey1238		
sout3244		
cane1242		
para1315		
pana1307	Je Setentrional	initial
kara1500	Karajá	initial
maxa1249		
kren1239	Aimore	initial
maxa1246		
mala1432		
pata1261		
unun9898		
coro1248		
west2636		
capo1236		
macu1258		
maxa1247	Maxakalian	initial
ofay1240		
rikb1245	Rikbaktsa	initial
nyim1244	isolate	
afit1238		
amas1236	Nyimang	initial
nyul1248	isolate	
east2381		
nyik1244		
nyig1240	Nyulnyulan	initial
warr1258	Nyulnyulan	initial
unun9988		
ngum1253		
yawu1243		
dyug1238		
yawu1244	Nyulnyulan	initial
west2872		
bard1254		
bard1255	Nyulnyulan	initial
djaw1238		
nima1245		
nyul1250		
dyab1238		
nyul1247	Nyulnyulan	initial
odia1239	isolate	
omur1241	isolate	
otii1244	isolate	
otom1276	isolate	
otom1301		
tapa1262		
otom1299	isolate	
east2557		
amuz1253		
amuz1254		
guer1243	Amuzgoan	initial
ipal1235		
sanp1260		
mixt1422		
mixt1423		
cuic1234	Cuicatec	initial
tepe1280		
teut1235		
mixt1427		
amol1236		
cent2266		
nort2986		
sila1250	Mixtec	initial
coas1316		
east2746		
chay1249	Mixtec	initial
jami1235	Mixtec	initial
tutu1243		
ixta1235		
west2832		
pino1237	Mixtec	initial
sanj1281	Mixtec	initial
sant1436		
east2735		
diux1235		
sout3400		
sout3002		
teoz1234		
huit1252		
mitl1235		
sind1284		
sanm1294		
sind1277		
tama1339		
yuta1240		
tlaz1238		
peno1244	Mixtec	initial
tlaz1235		
tida1235		
guer1245		
coic1240		
metl1238		
west2643		
nucl1835		
alac1244	Mixtec	initial
alco1235		
sout3401		
ayut1236	Mixtec	initial
yolo1241		
juxt1235		
mixt1430		
mixt1425		
yucu1254		
nort3198		
apas1235		
soya1236		
nort3199		
coat1241	Mixtec	initial
cuya1240		
nort3200		
chaz1235		
chig1239		
sout3001		
tezo1241		
caca1250		
tezo1238		
west2824		
nort2985		
ocot1243	Mixtec	initial
sout3402		
chal1278		
atat1240		
atat1238	Mixtec	initial
sant1439		
itun1239		
sanm1295	Mixtec	initial
sini1248		
sini1243		
tija1235		
yoso1239	Mixtec	initial
sout3000		
tlax1236		
magd1235		
taca1257		
yucu1256		
sanj1282		
yucu1250		
triq1251		
chic1273	Trique	initial
copa1237	Trique	initial
sanm1298		
popo1292		
popo1293		
ixca1247		
choc1278		
choc1279	Popolocan	initial
popo1294		
sanl1248		
sanm1301		
sout3385		
coyo1236	Popolocan	initial
sanj1285	Popolocan	initial
tepe1282		
mezo1235	Popolocan	initial
sanf1264		
sant1454		
ixca1245	Popolocan	initial
maza1295		
chiq1250	Popolocan	initial
maza1309		
huau1238	Popolocan	initial
maza1296		
teco1234		
pueb1234		
sanj1286		
vall1259		
ayau1236		
ayau1235		
nort3406		
ixca1246		
soya1237		
jala1237		
zapo1436		
chat1268		
core1263		
coas1314		
east2736		
east2558		
nopa1235	Zapotecan	initial
west2644	Zapotecan	initial
zaca1242		
tata1258	Zapotecan	initial
zenz1235		
teoj1234		
zapo1437		
nucl1765		
core1259		
cent2146		
asun1236		
ayoq1235		
maza1294		
mitl1236	Zapotecan	initial
sanp1261		
sant1448		
sant1450		
sout3003		
lapa1249		
mixt1428		
mixt1426	Zapotecan	initial
quio1241		
sant1451	Zapotecan	initial
sant1452		
xada1235		
xana1235		
teja1235		
tran1297		
nort3369		
guev1238		
peta1247		
nort3370		
lach1250		
quia1235		
west2947		
chic1274		
exte1234		
isth1244	Zapotecan	initial
ocot1244		
tilq1236		
sant1447		
tilq1235		
zaac1239		
guil1236		
sanj1284	Zapotecan	initial
miah1236		
miah1237		
loxi1235		
miah1235		
ozol1235		
sana1286		
yaut1235		
nort2987		
cajo1239		
cajo1238		
taba1268		
yala1267		
yatz1235	Zapotecan	initial
zoog1238	Zapotecan	initial
choa1237		
rinc1237		
rinc1236		
yate1242		
sier1251		
aloa1235		
sier1250	Zapotecan	initial
sout3005	Zapotecan	initial
yare1249		
macr1276		
amat1239		
amat1238		
tlac1240		
coat1244		
coat1245		
coat1242		
coat1243		
sanb1241		
sanv1242		
papa1270		
elot1235		
texm1235	Zapotecan	initial
zani1235		
solt1234		
west2645		
toto1308		
west2646		
elal1235		
lach1249		
west2783		
otop1241		
chin1484		
cent2365		
nort3349		
chin1486		
ojit1237		
soch1239	Chinantecan	initial
tlac1238		
chil1282		
tlac1239		
usil1237	Chinantecan	initial
chin1487		
pala1351	Chinantecan	initial
tepe1279	Chinantecan	initial
sout3333		
chin1485		
ozum1235		
vall1253		
chin1489		
lala1270		
leal1235	Chinantecan	initial
tepi1241		
chin1488		
coma1246	Chinantecan	initial
quio1240	Chinantecan	initial
