glottocode	genus	confidence
west2430		
west2803		
buna1280		
buna1273		
naog1238		
numa1251		
grea1295		
chua1248		
firs1234		
hmon1331		
hmon1333	Hmongic	initial
horn1235		
huam1250		
hmon1264	Hmongic	initial
nort3244		
unun9990		
hmon1263		
hmon1332		
smal1236		
geee1239		
guiy1235		
nort1545		
sout1555		
sout2756		
huis1239		
cent2013		
east2372		
nort2749		
sout2755		
larg1235		
luop1235		
mash1238		
cent1394		
nort1546		
sout1556		
west1507		
pahe1239		
pahe1240		
pahn1237		
wuna1248		
youn1235	Hmongic	initial
mien1242		
biao1254		
mien1243		
biao1256		
iumi1238	Mienic	initial
kimm1245	Mienic	initial
zaom1234		
dzao1238		
yang1310		
hrus1242	isolate	
huar1251	isolate	
alle1238	Huarpe	initial
mill1237		
huav1256	isolate	
sand1283		
sand1278		
sanm1287	Huavean	initial
sanf1267		
sanf1258		
sant1422		
huit1251	isolate	
nonu1240		
nonu1241		
ocai1244	Witoto	initial
nucl1659		
mini1255		
mini1256	Witoto	initial
muru1274	Witoto	initial
nupo1240	Witoto	initial
unun9983		
ando1254		
coer1236		
hurr1239	isolate	
hurr1240		
urar1245		
iber1250	isolate	
ijoi1239	isolate	
defa1248	Ijoid	initial
ijoo1239		
east2383		
kaki1245		
kaki1246		
iban1261		
kala1381		
kiri1254		
nkor1239		
sout2774		
west2446		
inla1259		
bise1239		
bise1238		
okod1238		
orum1241		
izon1238	Ijoid	initial
inan1242	isolate	
duri1243		
suab1238	Inanwatan	initial
indo1319	isolate	
anat1257		
hitt1242		
luvo1234		
luvo1235		
luvi1234		
luvi1235		
cune1239		
hier1240		
lyco1238		
lyco1239		
lyci1241		
side1240		
mily1239		
cari1274		
mily1238		
uncl1514		
pisi1234		
pala1331		
lydi1241		
clas1257		
alba1267		
alba1268		
sout3378		
arbe1236		
arva1236		
tosk1239		
gheg1238		
arme1241		
clas1249		
east2768		
homs1234	Armenian	initial
nucl1235	Armenian	initial
balt1263		
east2280		
latv1249	Baltic	initial
lith1251	Baltic	initial
prus1238		
slav1255		
east1426		
bela1254	Slavic	initial
oldr1238		
russ1263	Slavic	initial
ukra1257		
rusy1239		
ukra1253	Slavic	initial
sout3147		
east2269		
chur1257		
mace1252		
bulg1262	Slavic	initial
mace1250	Slavic	initial
west2804		
kajk1237		
slav1254		
slov1268	Slavic	initial
sout1528	Slavic	initial
west2792		
czec1260		
czec1258	Slavic	initial
slov1269	Slavic	initial
lech1241		
kash1274	Slavic	initial
pola1255	Slavic	initial
poli1262		
poli1260	Slavic	initial
sile1253		
sorb1249	Slavic	initial
lowe1385	Slavic	initial
uppe1395	Slavic	initial
celt1248		
celt1247		
nucl1715		
cisa1238		
cisa1237		
lepo1240		
tgbc1234		
cont1249		
tran1282		
uncl1538		
gala1252		
nori1240		
insu1254		
bryt1239		
oldm1247		
oldw1239		
wels1247	Celtic	initial
sout3176		
bret1244	Celtic	initial
corn1251	Celtic	initial
goid1240		
mode1265		
east2734		
manx1243	Celtic	initial
scot1245	Celtic	initial
iris1253	Celtic	initial
oldi1245		
germ1287		
east2805		
crim1255		
goth1244		
nort3152		
nort3160		
nort3266		
east2780		
dale1238		
east2781		
east2303		
esto1259		
swed1254	Germanic	initial
gutn1238		
narr1283		
arch1246		
jamt1238		
sout3248		
dani1285	Germanic	initial
juti1236		
scan1238		
west2805		
icel1246		
faro1244	Germanic	initial
icel1247	Germanic	initial
norw1258	Germanic	initial
oldn1244		
olde1239		
west2793		
high1289		
fran1268		
east2832		
schl1237		
east2295	Germanic	initial
lowe1388		
wymy1235		
uppe1400		
high1287		
midd1319		
luxe1241	Germanic	initial
ripu1236		
kols1241	Germanic	initial
limb1263		
rhin1244		
pala1355		
pala1330		
penn1240		
riog1239		
high1286		
midd1349		
midd1343		
mode1258		
alem1243		
nort3310		
colo1254		
swab1242		
sout3294		
swis1247	Germanic	initial
wals1238		
baye1239		
bava1246	Germanic	initial
glob1242		
cimb1238		
hutt1235		
moch1255		
uppe1464		
glob1243		
stan1295	Germanic	initial
unse1236		
grea1301		
main1267		
west2361		
oldh1241		
macr1270		
midd1347		
midd1321		
mode1257		
glob1241		
afri1273		
afri1274	Germanic	initial
oorl1238		
dutc1256	Germanic	initial
javi1237		
petj1238		
sout3292		
vlaa1240		
zeeu1239		
berb1259	Creoles and Pidgins	initial
nege1244		
skep1238		
zeeu1238	Germanic	initial
oldd1237		
nort3175		
alts1234		
midd1345		
lowg1239		
east2291		
nort2627	Germanic	initial
plau1238		
west2357		
east2290		
ostf1234		
gron1242		
nort2628		
west2356	Germanic	initial
midd1318		
olds1250		
angl1264		
angl1265		
late1254		
merc1242		
east2834		
macr1271		
guin1259		
cari1284		
east2759		
barb1266		
barb1267		
baja1265		
creo1235		
trin1276		
virg1240		
gull1242		
anti1245		
gull1243		
afro1254		
baha1261		
baha1260		
turk1310		
gull1241		
vinc1244		
gren1248		
gren1247		
toba1282		
vinc1243		
west2854		
jama1264		
jama1262	Creoles and Pidgins	initial
limo1249		
misk1243		
beli1261		
beli1260		
nica1252	Creoles and Pidgins	initial
sana1297		
suri1275		
sara1340	Creoles and Pidgins	initial
sran1241		
sran1240	Creoles and Pidgins	initial
suri1272		
kwin1243		
ndyu1242	Creoles and Pidgins	initial
west2851		
coas1331		
ghan1244		
nige1258		
came1254		
nige1257	Creoles and Pidgins	initial
fern1234		
krio1253		
paci1280		
earl1243		
bisl1239	Creoles and Pidgins	initial
piji1239		
tokp1240	Creoles and Pidgins	initial
torr1261	Creoles and Pidgins	initial
hawa1247	Creoles and Pidgins	initial
krio1252	Creoles and Pidgins	initial
pitc1234		
stan1293	Germanic	initial
midd1317		
scot1243		
olde1238		
fris1239		
mode1264		
hind1273		
schi1234		
west2902		
ters1236		
west2354	Germanic	initial
nort2626	Germanic	initial
oldf1241		
sate1242		
grae1234		
gree1276		
east2798		
cent2404		
anci1242		
koin1234		
medi1251		
mode1266		
apul1236		
cypr1249		
nucl1783		
mode1248	Greek	initial
roma1240		
pont1257		
capp1239		
pont1253		
yeva1238		
myce1241		
nort3405		
anci1249		
tsak1248		
phry1239		
indo1320		
indo1321		
dame1241		
gawa1246		
gawa1247		
shum1244		
gran1245		
shum1235		
kala1372	Indic	initial
khow1242	Indic	initial
midd1375		
cont1248		
indo1323		
halb1246		
bhat1265		
bhun1242		
halb1244	Indic	initial
kama1350		
naha1262		
oriy1254		
gaud1237		
gaud1238		
beng1280	Indic	initial
bish1244		
east2744		
hajo1238		
sylh1242		
khar1283		
lodh1246		
malp1246		
rohi1238		
sout3182		
chak1266		
chit1275	Indic	initial
noak1234		
tang1330		
uncl1515		
kurm1243		
kamt1240		
assa1262		
assa1263	Indic	initial
naga1394	Creoles and Pidgins	initial
kamt1242		
rang1265		
west2382		
rajb1243		
surj1235		
macr1269		
adiv1239	Indic	initial
bodo1266		
kupi1238		
oriy1255	Indic	initial
reli1238		
samb1325		
indo1324		
pais1238		
sind1278		
lahn1241		
east2727		
panj1256	Indic	initial
sans1271		
hind1274		
hind1271		
nort2662		
sout2668		
sira1271		
jaka1245		
sera1259		
paha1255		
paha1251		
sira1263		
west2386		
sind1279		
khet1238		
lasi1244		
jadg1238		
lasi1242		
sind1282		
kach1277		
sind1272	Indic	initial
uncl1504		
khol1241		
luwa1238		
memo1238		
sind1270		
indo1325		
maha1305		
mara1416		
katk1238		
mara1422		
goan1235		
oldm1248		
mode1268		
mara1378	Indic	initial
samv1238		
varh1239		
varl1238		
west2963		
konk1267	Indic	initial
phud1238		
oldm1244		
midl1245		
apab1234		
guja1255		
guja1256		
dubl1239		
guja1252	Indic	initial
saur1248		
west2830		
aerr1238		
kach1272		
vagh1246		
wadi1248		
raja1256		
bagr1245		
bagr1243	Indic	initial
jand1246		
east2890		
dhun1238		
hado1235		
merw1238		
mewa1253		
gade1236		
kanj1259		
mewa1249		
mewa1254		
godw1241		
guja1253	Indic	initial
marw1260		
mewa1250		
pary1242		
shek1243	Indic	initial
uncl1534		
kabu1254		
west2831		
bhay1238		
goar1239		
indu1243		
dhat1238		
marw1256		
oddd1238		
park1237		
lamb1269	Indic	initial
midd1350		
bhil1254		
baur1251		
bhil1251	Indic	initial
chod1238		
dhod1238		
dung1251		
gami1242		
gara1268		
adiw1235		
rajp1235		
malv1243		
mawc1242	Indic	initial
nima1243		
pard1243		
paur1240		
bhil1253		
naha1261		
paur1238		
rath1242		
rath1244		
paly1238		
rath1243		
vaag1238		
vasa1240		
noir1238		
vasa1239	Indic	initial
wagd1238		
indo1310		
cent1977		
garh1243		
kuma1273	Indic	initial
east1436		
doty1234		
juml1238		
nepa1254	Indic	initial
khan1271		
dhan1264		
khan1272		
shau1239		
biha1245		
mait1254		
angi1238		
bhoj1246		
bhoj1244	Indic	initial
cari1275		
maga1260	Indic	initial
mait1250	Indic	initial
sada1243		
kudm1238		
sadr1250		
panc1246		
sada1242		
orao1237		
sadr1248		
pali1273		
thar1284		
east2316		
chit1274		
dang1277		
dang1260		
sonh1238		
kath1250		
koch1247		
rana1246		
unun9886		
buks1238		
majh1253		
musa1263		
unun9885		
kumh1238		
kusw1234		
bote1238		
dara1250	Indic	initial
dhan1265		
koch1253		
east2726		
awad1245		
awad1243	Indic	initial
bagh1251		
chha1249		
powa1246		
indo1322		
doma1258	Indic	initial
doma1260	Indic	initial
roma1329		
balk1252	Indic	initial
balt1257	Indic	initial
calo1236		
carp1235		
roma1330		
brit1245		
angl1239		
wels1246	Indic	initial
nort3197		
kalo1256		
sint1235	Indic	initial
vlax1238	Indic	initial
west2812		
braj1242		
bund1252		
bhar1241		
bund1253		
hary1238		
hind1270		
anda1280		
fiji1242		
hind1269	Indic	initial
urdu1245	Indic	initial
kana1281		
unun9883		
gher1240		
gher1238		
gurg1240		
saur1252		
dard1244		
gand1259		
hima1250		
jaun1243		
kang1292		
cham1331		
bhad1243		
bhad1244		
bhad1241		
chin1493		
chin1475		
lahu1250		
chur1258		
bhat1263		
bila1253		
cham1307		
gadd1242		
pang1282		
indo1311		
dogr1250	Indic	initial
kang1280		
mand1409		
nucl1728		
hari1246		
hind1267		
kull1236		
maha1287		
sirm1239		
kash1285		
kash1277	Indic	initial
khah1234		
nucl1819		
kohi1251		
dirs1236		
kala1373	Indic	initial
torw1241	Indic	initial
indu1240		
indu1241		
oute1238		
bate1269		
bate1261		
mank1256		
chil1275		
gowr1239		
uncl1535		
tira1253		
wota1240		
shin1270		
brok1247	Indic	initial
kohi1247		
kohi1248		
usho1238		
kund1257		
shin1264	Indic	initial
west2860		
palu1255		
kalk1245		
phal1254		
savi1242	Indic	initial
sinh1245		
dhiv1236	Indic	initial
sinh1247		
sinh1246	Indic	initial
vedd1240	Indic	initial
pash1270		
east2322		
nort2666		
sout2672		
west2387		
nort2665		
sout2671		
sans1269		
iran1269		
aves1237		
cent2317		
cent2318		
bact1239		
nort3177		
balo1260		
east2304		
koro1296		
sout3242		
sout2642		
west2368	Iranian	initial
casp1236		
gila1242		
gila1241	Iranian	initial
rudb1238		
gurg1241		
maza1305		
maza1291	Iranian	initial
shah1253		
cent2264		
kavi1234		
nucl1790		
gazi1243		
jude1268		
kash1282		
nata1252		
soii1239		
khun1255		
yazd1241		
nayi1242		
zoro1242		
siva1239		
komi1276		
lasg1238		
sang1315		
sork1239		
laki1246		
kurd1259		
cent1972	Iranian	initial
nort2641	Iranian	initial
sout2640		
laki1244		
part1239		
semn1249		
tati1243		
adha1238		
gora1267		
gura1251	Iranian	initial
shab1250		
baje1238		
shab1251		
tati1244		
cent2265		
khal1276		
kaja1247		
kore1279		
shah1254	Iranian	initial
khoi1250		
mara1373		
taly1247	Iranian	initial
taro1267		
kaba1276	Iranian	initial
uppe1235		
goza1238		
nort2642		
harz1239		
kari1303		
sout3177		
alvi1241		
rama1272		
esht1238		
raza1238		
take1255	Iranian	initial
vafs1241		
asht1244		
vafs1240	Iranian	initial
zaza1246		
diml1238	Iranian	initial
kirm1248		
sogd1247		
osse1245		
oldo1234		
osse1243	Iranian	initial
digo1242		
iron1242		
sogd1248		
khwa1238		
sogd1246		
sogd1245		
yagn1238	Iranian	initial
cent2399		
shug1237		
shug1253		
oldw1238		
sari1246		
shug1248	Iranian	initial
yazg1240	Iranian	initial
yidg1239		
munj1244		
yidg1240		
ormu1249		
ormu1247	Iranian	initial
para1299		
pash1269		
nucl1276		
cent1973	Iranian	initial
nort2646		
sout2649		
wane1241		
saka1303		
saka1298		
khot1251		
tums1237		
wakh1245	Iranian	initial
sang1343		
ishk1246	Iranian	initial
sang1344		
sout3157		
midd1352		
mode1259		
bash1263		
fars1254		
cauc1242		
jude1256		
musl1236	Iranian	initial
fars1255		
east2745		
aima1241		
dari1249	Iranian	initial
dehw1238		
haza1239		
pahl1240		
taji1250		
bukh1238		
taji1245	Iranian	initial
jude1257		
west2369	Iranian	initial
kumz1235		
lari1253		
luri1257		
dezf1238		
luri1252		
bakh1252		
bakh1245		
sout2647		
nort2645	Iranian	initial
sout2645		
pahl1241		
oldp1254		
nuri1243		
ashk1246		
kati1270	Nuristani	initial
pras1239	Nuristani	initial
waig1246		
treg1243		
waig1243	Nuristani	initial
ital1284		
lati1262		
fali1291		
lati1263		
impe1234		
lati1261		
roma1334		
east2714		
arom1237		
nort3361		
east2865		
megl1237		
roma1327	Romance	initial
istr1245		
ital1285		
ital1286		
dalm1244		
dalm1243		
istr1244		
ital1287		
ital1282	Romance	initial
neap1235	Romance	initial
sici1248		
west2813		
shif1234		
nort3208		
gall1279		
emil1243		
emil1241	Romance	initial
roma1328		
jude1255		
ligu1248	Romance	initial
piem1239		
lomb1257		
piem1238	Romance	initial
sass1235		
vene1258		
gall1280		
friu1240		
ladi1250	Romance	initial
oila1234		
cent2283		
caju1236		
macr1273		
circ1240		
gulf1242		
guya1252		
guia1246	Creoles and Pidgins	initial
kari1301		
hait1244	Creoles and Pidgins	initial
less1242		
guad1242	Creoles and Pidgins	initial
sain1246		
loui1240		
glob1239		
nouc1234		
stan1290	Romance	initial
isle1246		
mori1278	Creoles and Pidgins	initial
sese1246	Creoles and Pidgins	initial
reun1238		
tayo1238	Creoles and Pidgins	initial
pica1241		
fran1269		
faet1240		
fran1260		
oldf1239		
wall1255		
roma1326	Romance	initial
sout3183		
occi1240		
gard1245		
occi1239	Romance	initial
oldp1253		
stan1289	Romance	initial
west2838		
astu1244		
astu1245	Romance	initial
mira1251		
cast1243		
extr1243		
olds1249		
sout3200		
ladi1251	Romance	initial
lore1243		
pale1260		
tern1253		
chav1241	Creoles and Pidgins	initial
tern1248		
stan1288	Romance	initial
gali1263		
fala1241		
gali1258	Romance	initial
macr1272		
braz1247		
cafu1238		
port1283	Romance	initial
indo1327		
mala1544		
nort3243		
dama1278		
korl1238		
lowe1440		
bant1299		
fada1250		
saot1242		
ango1258	Creoles and Pidgins	initial
saot1239		
prin1242	Creoles and Pidgins	initial
luso1234		
maca1262		
mala1533	Creoles and Pidgins	initial
timo1258		
uppe1458		
kabu1256		
papi1253	Creoles and Pidgins	initial
uppe1455	Creoles and Pidgins	initial
mind1263		
unsh1234		
arag1245		
moza1249		
sout3158		
sard1256		
cors1242		
cors1241		
gall1276		
sard1257		
camp1261	Romance	initial
logu1236		
sout3126		
oldl1238		
sabe1249		
osca1245		
sabe1248		
umbr1253		
uncl1536		
lusi1235		
vene1257		
tokh1241		
tokh1242		
tokh1243		
uncl1527		
daci1234		
mess1244		
thra1250		
iran1263	isolate	initial
iroq1247	isolate	
cher1273	Southern Iroquoian	initial
nort2947		
cayu1261	Northern Iroquoian	initial
laur1250		
moha1257		
moha1258	Northern Iroquoian	initial
onei1249	Northern Iroquoian	initial
onon1246	Northern Iroquoian	initial
sene1264	Northern Iroquoian	initial
susq1241		
tusc1256		
nott1246		
tusc1257	Northern Iroquoian	initial
wyan1247	Northern Iroquoian	initial
iton1250	isolate	initial
iwai1246	isolate	
amar1271		
cent2228		
gari1253		
iwai1244	Iwaidjan	initial
maun1240	Iwaidjan	initial
japo1237	isolate	
hach1239		
japa1256		
japa1258		
nucl1643	Japanese	initial
yila1234		
oldj1239		
sats1241		
tsug1237		
ryuk1243		
nort3255		
amam1245		
kika1239		
nucl1644		
okin1245		
okin1246		
toku1246		
oshi1235		
nort2935		
sout2954		
yoro1243		
okin1244		
cent2126	Japanese	initial
kuni1268		
ryuk1244		
macr1267		
yaey1239		
yona1241		
miya1259		
jara1244	isolate	
jara1245	South Andamanese	initial
onge1236	South Andamanese	initial
jarr1235	isolate	
kitj1240	Jarrakan	initial
miri1274		
gadj1243		
miri1266	Jarrakan	initial
jica1245	isolate	
toll1241	Tol	initial
west2777		
jira1235	isolate	
jiva1245	isolate	
agua1253	Jivaroan	initial
shua1256		
achu1248	Jivaroan	initial
huam1251		
huam1247	Jivaroan	initial
shua1257	Jivaroan	initial
kadu1256	isolate	
cent2229		
east2424		
kron1241	Kadugli	initial
tumt1243		
katc1251		
kang1288		
katc1249		
tuli1249		
keig1242		
kaki1249	isolate	initial
kaku1242	isolate	
cacu1241	Cacua-Nukak	initial
nuka1242	Cacua-Nukak	initial
kala1402	isolate	
kala1400	Kalapuyan	initial
tual1242		
yonc1234		
kama1371	isolate	
masa1311		
nucl1661		
coto1237		
kama1372		
meni1247		
kamu1264	isolate	
awin1249		
aeky1238	Elevala	initial
pare1271		
kamu1260		
kano1245	isolate	initial
kapo1250	isolate	
kara1289	isolate	initial
kara1497	isolate	
kari1254	isolate	
karo1304	isolate	initial
kart1248	isolate	
geor1252		
geor1253		
nucl1302	Kartvelian	initial
oldg1234		
zann1245		
lazz1240	Kartvelian	initial
ming1252	Kartvelian	initial
svan1243	Kartvelian	initial
katl1246	isolate	
katl1236		
julu1237		
katl1237	Katla-Tima	initial
tima1241	Katla-Tima	initial
katu1274	isolate	
kana1291	Katukinan	initial
kata1270		
kaur1274	isolate	
kaur1271	Kaure	initial
kosa1251		
kawe1237	isolate	
alac1239		
nort1506		
alac1240		
qawa1238	Alacalufan	initial
kaya1327	isolate	
atoh1238		
kayg1237		
kaya1328		
tama1336	Kayagar	initial
kehu1238	isolate	
kena1236	isolate	
kera1258	isolate	
east2864		
amba1269		
apma1241	Ap Ma	initial
mong1343		
mwak1234		
lang1328		
mong1344		
yaul1241		
kere1287	isolate	
east1472	Keresan	initial
west2632	Keresan	initial
khoe1240	isolate	
khoe1241		
khoe1242		
nort3245		
haio1238		
nama1264	Khoe-Kwadi	initial
sout3214		
kora1292	Khoe-Kwadi	initial
xiri1242		
nonk1236		
ostk1235		
shua1254	Khoe-Kwadi	initial
tshw1239		
kuaa1238		
tsoa1238		
tsix1234		
west2506		
kxoe1242		
anii1246	Khoe-Kwadi	initial
kxoe1243	Khoe-Kwadi	initial
naro1248		
anaa1239		
gana1274		
gwii1239		
naro1249	Khoe-Kwadi	initial
kwad1244		
kibi1239	isolate	
kimk1238	isolate	
kiow1265	isolate	
jeme1245	Kiowa-Tanoan	initial
kiow1266	Kiowa-Tanoan	initial
tewa1261		
ariz1237		
tewa1260	Kiowa-Tanoan	initial
tiwa1254		
piro1248		
tiwa1255		
sout2961	Kiowa-Tanoan	initial
taos1246		
nort1550	Kiowa-Tanoan	initial
picu1248		
kiwa1251	isolate	
bamu1257		
nort2930		
sout2949	Kiwaian	initial
tura1266		
kere1286		
mori1271		
wabo1241		
klam1254	isolate	initial
koia1260	isolate	
bara1376		
bara1377		
nami1258		
nucl1630	Koiarian	initial
esee1247		
omie1241	Koiarian	initial
koia1261		
biag1235		
biag1234		
moun1252	Koiarian	initial
koit1243		
gras1249	Koiarian	initial
koit1244	Koiarian	initial
kolo1268	isolate	
kima1245		
kima1246	Kolopom	initial
rian1263	Kolopom	initial
ndom1245		
kolp1236	isolate	
koma1264	isolate	
kwam1249		
opuu1238		
dana1255		
buld1238		
opuu1239		
twam1235		
komo1258	Koman	initial
uduk1239		
kond1302	isolate	
kond1303		
yaha1248		
kore1284	isolate	
jeju1234		
kore1280	Korean	initial
kres1240	isolate	
ajas1235	Kresh	initial
kres1241		
dong1296		
gbay1288	Kresh	initial
krua1234	isolate	
east2415		
bakw1242		
bakw1243		
wane1242		
bete1265		
east2416		
gagn1235		
kouy1238		
west2489		
dalo1238	Kru	initial
godi1239	Kru	initial
guib1246		
dida1244		
dida1245		
gueb1239		
gabo1234		
lako1244	Kru	initial
yoco1235		
neyo1238	Kru	initial
unun9909		
kodi1246		
grea1300		
kuwa1247		
west2485		
greb1258		
aizi1248		
mobu1235		
tiag1235		
greb1257		
greb1256		
nort3193		
barc1236		
barc1235		
gbol1236		
cent2041		
gbol1235		
nort2810		
sout2826	Kru	initial
ivor1240		
pyek1235		
tepo1241		
plap1239		
tepo1239		
weeb1234		
bass1266		
bass1262		
dewo1238		
gbii1242		
nucl1418		
klao1242		
klao1243	Kru	initial
taju1238		
weea1234		
east2414		
guer1244		
daho1238		
glar1241		
glio1241		
guer1240	Kru	initial
weso1238		
wewe1238		
sapo1251		
west2488		
nyab1255		
weno1238	Kru	initial
kuja1239	isolate	
kuli1252	isolate	
ikkk1242	Kuliak	initial
ngan1305		
nyan1313	Kuliak	initial
sooo1256	Kuliak	initial
kuna1268	isolate	initial
kung1259	isolate	
kuni1270	isolate	
bian1252		
kuni1267	Core Goilalan	initial
weri1254		
amam1246		
weri1253	Core Goilalan	initial
kunz1244	isolate	initial
kuot1243	isolate	initial
kusu1250	isolate	initial
kute1249	isolate	initial
kwal1257	isolate	
hume1245		
hume1246		
uare1241		
mula1254		
kwaz1243	isolate	initial
kwer1242	isolate	
isir1237	Isirawa	initial
kwer1240		
kwer1262		
bagu1251		
kauw1242		
kwer1263		
nucl1595	Kwerba	initial
trim1239		
west1486		
airo1242		
sama1240		
kwom1263	isolate	
naii1241	Kwomtari	initial
nucl1593	Kwomtari	initial
kxaa1236	isolate	
hoaa1235	=|Hoan	initial
juku1256		
cent2300		
juho1239	Ju-Kung	initial
kung1261	Ju-Kung	initial
vase1234		
laal1242	isolate	initial
lafo1243	isolate	initial
lake1255	isolate	
east2500		
foau1240		
tawo1244		
farw1236		
awer1241		
rasa1242		
rasa1243		
sapo1254		
tari1255		
cent2110		
edop1238		
iauu1242	Central Tariku	initial
duvl1242		
east2502		
dout1239		
dout1240	East Tariku	initial
kaiy1239		
kwer1264		
papa1269		
wari1264		
erit1238		
biri1259		
erit1239		
obok1239	East Tariku	initial
sika1263	East Tariku	initial
west2582		
fayu1239		
fayu1238		
kiri1256	West Tariku	initial
taus1252		
lara1258	isolate	initial
lavu1241	isolate	initial
leco1242	isolate	initial
left1242	isolate	
nucl1244		
amap1240	Left May	initial
iter1240		
bopa1235		
iter1241		
nimo1248		
nakw1240		
nimo1247		
owin1240	Left May	initial
lenc1239	isolate	
lenc1242		
lenc1243		
leng1261	isolate	
east2852		
anga1316		
guan1268	Mascoian	initial
sana1298		
toba1268		
leng1262	Mascoian	initial
nort2971		
sout2989		
lepk1239	isolate	
kemb1250		
lepk1238		
murk1238		
limi1242	isolate	
nucl1327	Limilngan	initial
wuln1239		
lowe1423	isolate	
ango1255		
cham1313	Lower Sepik	initial
kara1498		
tabr1243		
yima1243	Lower Sepik	initial
norr1244		
kopa1248		
muri1260	Lower Sepik	initial
lule1238	isolate	initial
maba1274	isolate	
maba1275		
maba1276		
masa1301		
mass1262		
nucl1440	Maban	initial
surb1238		
nucl1441		
kara1484		
kend1253		
maba1277	Maban	initial
marf1238		
rung1257		
kibe1241		
rung1258	Maban	initial
mimi1241		
maib1239	isolate	initial
maid1262	isolate	
nise1244	Maiduan	initial
nort2951	Maiduan	initial
nort2952	Maiduan	initial
vall1252		
mail1249	isolate	
bauw1241		
bauw1240		
ooku1235		
bina1273		
bina1274		
bina1275		
domu1245		
laua1245		
mail1248	Mailuan	initial
mora1273		
mair1253	isolate	
merr1239		
nucl1594	Mairasic	initial
semi1264		
maku1246	isolate	initial
mand1469	isolate	
east2697		
bisa1265		
biss1248	Eastern Mande	initial
samo1302		
busa1252		
boko1265		
boko1266	Eastern Mande	initial
boko1267		
busa1253	Eastern Mande	initial
kyen1241		
kyen1242		
shan1282		
mand1437		
maty1235		
maya1281		
sout2844		
sout3140		
guro1245		
guro1246		
dant1235		
dann1241	Eastern Mande	initial
tour1245		
gooa1234		
tour1242		
guro1247		
guro1248	Eastern Mande	initial
yaou1238		
mann1248	Eastern Mande	initial
nwab1239		
beng1285		
beng1291		
beng1286	Eastern Mande	initial
ngen1256		
gagu1242		
unun9970		
gbin1239		
wanm1243		
mwan1250		
wann1242	Eastern Mande	initial
west2780		
mand1431		
cent2047		
mand1432		
jogo1241		
jeri1241		
jalk1242		
jeri1242	Western Mande	initial
jogo1242		
ligb1244		
tonj1246		
mand1433		
mand1434		
mand1435		
east2425		
bamb1269	Western Mande	initial
bolo1266		
dyul1238	Western Mande	initial
mane1267		
east2426	Western Mande	initial
kony1250		
many1261		
sank1253		
mani1303		
koro1315		
koro1306		
koya1253		
maho1249	Western Mande	initial
woje1238		
woro1256		
mark1256		
west2499		
kita1248		
kago1248		
kita1249		
mand1436	Western Mande	initial
xaso1239		
jaha1245		
west2500	Western Mande	initial
xaas1235	Western Mande	initial
nucl1445		
kura1250	Western Mande	initial
lele1266		
mixi1243		
kaka1265		
mixi1241		
vaik1238		
kono1268		
vaii1241	Western Mande	initial
susu1249		
susu1250	Western Mande	initial
yalu1240		
sout2842		
kpel1252		
guin1254		
kono1267		
libe1247	Western Mande	initial
mend1263		
loma1259		
loma1260	Western Mande	initial
toma1245		
mend1264		
band1351		
band1352	Western Mande	initial
zial1235		
mend1265		
loko1255	Western Mande	initial
mend1266	Western Mande	initial
samo1308		
duun1243		
bobo1253		
nort2819		
sout2840		
duun1244		
jowu1238		
samo1309		
duun1245		
bank1258		
duun1242		
dzuu1241		
kpee1234		
seek1238		
soni1257		
bozo1252		
hain1253		
nucl1444		
jena1242		
tibo1240		
tiem1235		
tiey1235	Western Mande	initial
soni1258		
sini1242		
soni1259	Western Mande	initial
mang1423	isolate	
mang1381	Mangarrayi	initial
mara1414		
alaw1244	Mara	initial
mara1385	Mara	initial
wand1263	Mara	initial
mani1293	isolate	
bure1238		
bura1267	Burarran	initial
gura1252	Burarran	initial
nakk1234		
djee1236	Ndjébbana	initial
naka1260	Nakkara	initial
manu1261	isolate	
doro1266		
mari1438		
maoo1243	isolate	
bamb1262		
west2445		
ganz1246		
hozo1235		
hozo1236		
seze1235		
mara1266	isolate	
marr1257	isolate	
marg1251		
wurr1238		
mass1263	isolate	
mata1275	isolate	
mata1289	isolate	
mata1290		
maca1260	Matacoan	initial
niva1238	Matacoan	initial
mata1291		
chor1274	Matacoan	initial
iyoj1235		
iyow1239		
wich1261		
wich1262		
wich1263		
wich1264	Matacoan	initial
mato1253	isolate	
mawe1251	isolate	
maya1287	isolate	
core1254		
quic1274		
grea1276		
core1251		
cakc1244		
kaqc1280		
cakc1235		
kaqc1270	Mayan	initial
tzut1248	Mayan	initial
quic1275		
achi1256	Mayan	initial
kich1262	Mayan	initial
saca1238		
sipa1247	Mayan	initial
kekc1242	Mayan	initial
poco1241		
poqo1253	Mayan	initial
poqo1254	Mayan	initial
uspa1245		
grea1277		
ixil1250		
agua1252	Mayan	initial
ixil1251	Mayan	initial
mame1240		
mamm1241	Mayan	initial
tekt1235	Mayan	initial
west2865		
chol1286		
chol1287		
chol1281		
chol1282	Mayan	initial
taba1266	Mayan	initial
chor1272		
chol1283		
chor1273	Mayan	initial
epig1241		
tzel1253		
tzel1254	Mayan	initial
tzot1259	Mayan	initial
kanj1261		
chuj1249		
chuj1250	Mayan	initial
tojo1241	Mayan	initial
kanj1262		
kanj1263		
popt1235		
qanj1241	Mayan	initial
west2635	Mayan	initial
moch1257		
yuca1252		
mopa1242		
itza1241	Mayan	initial
mopa1243	Mayan	initial
